TF freq type
Cdx1 49 oe
Arid2 1 ko
Atf3 1 oe
Bach1 1 ko
Cebpb 1 ko
Crem 1 oe
Dpf3 1 oe
E2f5 1 ko
E2f8 1 oe
Elf3 1 oe
Eomes 1 ko
Fosl2 1 oe
Heyl 1 ko
Hlx 1 oe
Hsf2 1 oe
Irf4 1 oe
Jund 1 ko
Kdm2b 1 oe
Klf2 1 ko
Klf4 1 oe
Klf5 1 oe
Nr1d1 1 ko
Nr1d2 1 ko
Nr3c1 1 ko
Nr4a1 1 oe
Nr4a3 1 oe
Pbx4 1 oe
Pou1f1 1 oe
Ppard 1 ko
Prdm16 1 ko
Rel 1 oe
Snai1 1 oe
Sox8 1 oe
Sp9 1 oe
Tbx2 1 oe
Tead2 1 oe
Tet3 1 oe
Tgif1 1 oe
Vax2 1 ko
Wt1 1 oe
Zbtb32 1 ko
Zbtb7a 1 ko
Zfp105 1 oe
Zfp12 1 ko
Zfp146 1 ko
Zfp3 1 ko
Zfp324 1 ko
Zfp777 1 ko
Zfp879 1 oe
Zfp932 1 oe
